"activity" "subjects" "variable" "value"
"LAYING" 12 "fBodyAcc-std()-Y" -0.553076639139062
"LAYING" 13 "fBodyAcc-std()-Y" -0.939186338282051
"LAYING" 15 "fBodyAcc-std()-Y" -0.390618404158294
"LAYING" 16 "fBodyAcc-std()-Y" -0.661844530506831
"LAYING" 17 "fBodyAcc-std()-Y" -0.576930056063587
"LAYING" 19 "fBodyAcc-std()-Y" -0.530901585022361
"LAYING" 21 "fBodyAcc-std()-Y" -0.965341959705882
"SITTING" 4 "fBodyAcc-std()-Y" -0.228399871908161
"SITTING" 7 "fBodyAcc-std()-Y" -0.483349198381526
"SITTING" 8 "fBodyAcc-std()-Y" -0.378656458967972
"SITTING" 9 "fBodyAcc-std()-Y" -0.586766083232639
"SITTING" 10 "fBodyAcc-std()-Y" -0.608637830568965
"SITTING" 11 "fBodyAcc-std()-Y" -0.502570240243354
"SITTING" 14 "fBodyAcc-std()-Y" -0.376829989404644
"SITTING" 15 "fBodyAcc-std()-Y" -0.701657807514103
"STANDING" 1 "fBodyAcc-std()-Y" -0.390150939647061
"STANDING" 2 "fBodyAcc-std()-Y" -0.464723862913245
"STANDING" 3 "fBodyAcc-std()-Y" -0.502753639795894
"STANDING" 4 "fBodyAcc-std()-Y" -0.650508323306087
"STANDING" 5 "fBodyAcc-std()-Y" -0.422162171100331
"STANDING" 6 "fBodyAcc-std()-Y" -0.396677793847908
"STANDING" 7 "fBodyAcc-std()-Y" -0.920279976271186
"WALKING" 13 "fBodyAcc-std()-Y" -0.398044620757986
"WALKING" 18 "fBodyAcc-std()-Y" -0.666702601067308
"WALKING" 21 "fBodyAcc-std()-Y" -0.44988412920719
"WALKING" 22 "fBodyAcc-std()-Y" -0.51558097336324
"WALKING" 23 "fBodyAcc-std()-Y" -0.554471679592177
"WALKING" 25 "fBodyAcc-std()-Y" -0.568290957114537
"WALKING_DOWNSTAIRS" 18 "fBodyAcc-std()-Y" -0.587685753916667
"WALKING_DOWNSTAIRS" 20 "fBodyAcc-std()-Y" -0.583608401865909
"WALKING_DOWNSTAIRS" 25 "fBodyAcc-std()-Y" -0.480139535835165
"WALKING_DOWNSTAIRS" 26 "fBodyAcc-std()-Y" -0.600274809826275
"WALKING_DOWNSTAIRS" 27 "fBodyAcc-std()-Y" -0.649506674776596
"WALKING_DOWNSTAIRS" 28 "fBodyAcc-std()-Y" -0.882369805
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-Y" 0.211217465667778
"WALKING_UPSTAIRS" 24 "fBodyAcc-std()-Y" -0.594676790059055
"WALKING_UPSTAIRS" 28 "fBodyAcc-std()-Y" -0.565222218379422
"WALKING_UPSTAIRS" 29 "fBodyAcc-std()-Y" -0.630978844851831
"WALKING_UPSTAIRS" 30 "fBodyAcc-std()-Y" -0.531321491840992
"LAYING" 10 "fBodyAcc-std()-Z" -0.528545276850562
"LAYING" 12 "fBodyAcc-std()-Z" -0.709983235125
"LAYING" 13 "fBodyAcc-std()-Z" -0.925227749230769
"LAYING" 15 "fBodyAcc-std()-Z" -0.659126839369668
"LAYING" 16 "fBodyAcc-std()-Z" -0.605646725307104
"LAYING" 17 "fBodyAcc-std()-Z" -0.656622932009511
"LAYING" 19 "fBodyAcc-std()-Z" -0.680291382637222
"LAYING" 21 "fBodyAcc-std()-Z" -0.955591202941176
"SITTING" 4 "fBodyAcc-std()-Z" -0.552873982298851
"SITTING" 7 "fBodyAcc-std()-Z" -0.359181784455462
"SITTING" 8 "fBodyAcc-std()-Z" -0.513206312959075
"SITTING" 9 "fBodyAcc-std()-Z" -0.501074006965903
"SITTING" 10 "fBodyAcc-std()-Z" -0.775217600974138
"SITTING" 11 "fBodyAcc-std()-Z" -0.652095671108544
"SITTING" 14 "fBodyAcc-std()-Z" -0.275013722171486
"SITTING" 15 "fBodyAcc-std()-Z" -0.805758260940171
"STANDING" 1 "fBodyAcc-std()-Z" -0.498583091676081
"STANDING" 2 "fBodyAcc-std()-Z" -0.600678614835099
"STANDING" 3 "fBodyAcc-std()-Z" -0.657443765803519
"STANDING" 4 "fBodyAcc-std()-Z" -0.767731153913043
"STANDING" 5 "fBodyAcc-std()-Z" -0.649351210748344
"STANDING" 6 "fBodyAcc-std()-Z" -0.694365207233846
"STANDING" 7 "fBodyAcc-std()-Z" -0.889622197288136
"WALKING" 13 "fBodyAcc-std()-Z" -0.554865217131076
"WALKING" 18 "fBodyAcc-std()-Z" -0.752665749889423
"WALKING" 21 "fBodyAcc-std()-Z" -0.582253856057843
"WALKING" 22 "fBodyAcc-std()-Z" -0.665516999699377
"WALKING" 23 "fBodyAcc-std()-Z" -0.474767543716048
"WALKING" 25 "fBodyAcc-std()-Z" -0.66542628161674
"WALKING_DOWNSTAIRS" 18 "fBodyAcc-std()-Z" -0.617818544679487
"WALKING_DOWNSTAIRS" 20 "fBodyAcc-std()-Z" -0.718562026022727
"WALKING_DOWNSTAIRS" 25 "fBodyAcc-std()-Z" -0.58631929055989
"WALKING_DOWNSTAIRS" 26 "fBodyAcc-std()-Z" -0.718490475765306
"WALKING_DOWNSTAIRS" 27 "fBodyAcc-std()-Z" -0.692130765962766
"WALKING_DOWNSTAIRS" 28 "fBodyAcc-std()-Z" -0.907151085833333
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-Z" -0.439112799333333
"WALKING_UPSTAIRS" 24 "fBodyAcc-std()-Z" -0.655360521446194
"WALKING_UPSTAIRS" 28 "fBodyAcc-std()-Z" -0.673773588699422
"WALKING_UPSTAIRS" 29 "fBodyAcc-std()-Z" -0.602550925183721
"WALKING_UPSTAIRS" 30 "fBodyAcc-std()-Z" -0.506570361273995
"LAYING" 10 "fBodyAcc-meanFreq()-X" -0.201504434036236
"LAYING" 12 "fBodyAcc-meanFreq()-X" -0.183738216351156
"LAYING" 13 "fBodyAcc-meanFreq()-X" 0.0315053048230769
"LAYING" 15 "fBodyAcc-meanFreq()-X" -0.253334628327962
"LAYING" 16 "fBodyAcc-meanFreq()-X" -0.238570460241803
"LAYING" 17 "fBodyAcc-meanFreq()-X" -0.226292383353533
"LAYING" 19 "fBodyAcc-meanFreq()-X" -0.212433282953944
"LAYING" 21 "fBodyAcc-meanFreq()-X" -0.0285961111829804
"SITTING" 4 "fBodyAcc-meanFreq()-X" -0.288644777227586
"SITTING" 7 "fBodyAcc-meanFreq()-X" -0.369959841736948
"SITTING" 8 "fBodyAcc-meanFreq()-X" -0.216022261686477
"SITTING" 9 "fBodyAcc-meanFreq()-X" -0.291349229752569
"SITTING" 10 "fBodyAcc-meanFreq()-X" -0.0865565119224138
"SITTING" 11 "fBodyAcc-meanFreq()-X" -0.224360420717722
"SITTING" 14 "fBodyAcc-meanFreq()-X" -0.319171141631269
"SITTING" 15 "fBodyAcc-meanFreq()-X" -0.156062980959829
"STANDING" 1 "fBodyAcc-meanFreq()-X" -0.180558714010749
"STANDING" 2 "fBodyAcc-meanFreq()-X" -0.106763418901788
"STANDING" 3 "fBodyAcc-meanFreq()-X" -0.192817340495308
"STANDING" 4 "fBodyAcc-meanFreq()-X" -0.145131702128609
"STANDING" 5 "fBodyAcc-meanFreq()-X" -0.226370689942053
"STANDING" 6 "fBodyAcc-meanFreq()-X" -0.191537066813538
"STANDING" 7 "fBodyAcc-meanFreq()-X" -0.0662962240898305
"WALKING" 13 "fBodyAcc-meanFreq()-X" -0.256393160981597
"WALKING" 18 "fBodyAcc-meanFreq()-X" -0.181033140312851
"WALKING" 21 "fBodyAcc-meanFreq()-X" -0.298436187147059
"WALKING" 22 "fBodyAcc-meanFreq()-X" -0.181031984073891
"WALKING" 23 "fBodyAcc-meanFreq()-X" -0.20872442068086
"WALKING" 25 "fBodyAcc-meanFreq()-X" -0.291229277910132
"WALKING_DOWNSTAIRS" 18 "fBodyAcc-meanFreq()-X" -0.249294619669231
"WALKING_DOWNSTAIRS" 20 "fBodyAcc-meanFreq()-X" -0.184476135757955
"WALKING_DOWNSTAIRS" 25 "fBodyAcc-meanFreq()-X" -0.325899696918681
"WALKING_DOWNSTAIRS" 26 "fBodyAcc-meanFreq()-X" -0.222545825808673
"WALKING_DOWNSTAIRS" 27 "fBodyAcc-meanFreq()-X" -0.170304284611436
"WALKING_DOWNSTAIRS" 28 "fBodyAcc-meanFreq()-X" -0.0376636360944444
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-X" -0.35636988566
"WALKING_UPSTAIRS" 24 "fBodyAcc-meanFreq()-X" -0.263352298517585
"WALKING_UPSTAIRS" 28 "fBodyAcc-meanFreq()-X" -0.236647090411272
"WALKING_UPSTAIRS" 29 "fBodyAcc-meanFreq()-X" -0.165350787567733
"WALKING_UPSTAIRS" 30 "fBodyAcc-meanFreq()-X" -0.302775397984856
"LAYING" 10 "fBodyAcc-meanFreq()-Y" 0.0794805898853933
"LAYING" 12 "fBodyAcc-meanFreq()-Y" 0.0444598424159375
"LAYING" 13 "fBodyAcc-meanFreq()-Y" 0.0449405374051282
"LAYING" 15 "fBodyAcc-meanFreq()-Y" 0.03573616785709
"LAYING" 16 "fBodyAcc-meanFreq()-Y" -0.0276434719766667
"LAYING" 17 "fBodyAcc-meanFreq()-Y" 0.00529992922366848
"LAYING" 19 "fBodyAcc-meanFreq()-Y" 0.0703873634217222
"LAYING" 21 "fBodyAcc-meanFreq()-Y" 0.13202902705
"SITTING" 4 "fBodyAcc-meanFreq()-Y" 0.1315536406
"SITTING" 7 "fBodyAcc-meanFreq()-Y" -0.0187446418277108
"SITTING" 8 "fBodyAcc-meanFreq()-Y" 0.0263297524124555
"SITTING" 9 "fBodyAcc-meanFreq()-Y" -0.0879003298041667
"SITTING" 10 "fBodyAcc-meanFreq()-Y" 0.118340305994828
"SITTING" 11 "fBodyAcc-meanFreq()-Y" 0.0318551463759494
"SITTING" 14 "fBodyAcc-meanFreq()-Y" -0.15308350824613
"SITTING" 15 "fBodyAcc-meanFreq()-Y" 0.0771493069478632
"STANDING" 1 "fBodyAcc-meanFreq()-Y" 0.0576291646962536
"STANDING" 2 "fBodyAcc-meanFreq()-Y" 0.105734176023146
"STANDING" 3 "fBodyAcc-meanFreq()-Y" 0.0389282523284457
"STANDING" 4 "fBodyAcc-meanFreq()-Y" 0.0670746183421739
"STANDING" 5 "fBodyAcc-meanFreq()-Y" 0.0748636861897351
"STANDING" 6 "fBodyAcc-meanFreq()-Y" 0.0590114878605846
"STANDING" 7 "fBodyAcc-meanFreq()-Y" -0.0778737917627119
"WALKING" 13 "fBodyAcc-meanFreq()-Y" -0.0456335619070486
"WALKING" 18 "fBodyAcc-meanFreq()-Y" 0.0147789563355769
"WALKING" 21 "fBodyAcc-meanFreq()-Y" 0.0110251781037778
"WALKING" 22 "fBodyAcc-meanFreq()-Y" 0.0371992326304984
"WALKING" 23 "fBodyAcc-meanFreq()-Y" 0.0297877248998253
"WALKING" 25 "fBodyAcc-meanFreq()-Y" -0.0685927952885463
"WALKING_DOWNSTAIRS" 18 "fBodyAcc-meanFreq()-Y" 0.0134322444608974
"WALKING_DOWNSTAIRS" 20 "fBodyAcc-meanFreq()-Y" -0.0295507852626515
"WALKING_DOWNSTAIRS" 25 "fBodyAcc-meanFreq()-Y" -0.158611719730549
"WALKING_DOWNSTAIRS" 26 "fBodyAcc-meanFreq()-Y" 0.0360382137913265
"WALKING_DOWNSTAIRS" 27 "fBodyAcc-meanFreq()-Y" 0.0959656106490425
"WALKING_DOWNSTAIRS" 28 "fBodyAcc-meanFreq()-Y" -0.151625159244444
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-Y" 0.0416804677322222
"WALKING_UPSTAIRS" 24 "fBodyAcc-meanFreq()-Y" -0.0176079240963255
"WALKING_UPSTAIRS" 28 "fBodyAcc-meanFreq()-Y" -0.0562375995702312
"WALKING_UPSTAIRS" 29 "fBodyAcc-meanFreq()-Y" 0.128076957523023
"WALKING_UPSTAIRS" 30 "fBodyAcc-meanFreq()-Y" -0.0844208556775196
"LAYING" 10 "fBodyAcc-meanFreq()-Z" 0.056923398286868
"LAYING" 12 "fBodyAcc-meanFreq()-Z" 0.0689109866546875
"LAYING" 13 "fBodyAcc-meanFreq()-Z" 0.0939470131076923
"LAYING" 15 "fBodyAcc-meanFreq()-Z" 0.0433205583103791
"LAYING" 16 "fBodyAcc-meanFreq()-Z" 0.0278234635724863
"LAYING" 17 "fBodyAcc-meanFreq()-Z" 0.00755635803706522
"LAYING" 19 "fBodyAcc-meanFreq()-Z" 0.160383893888278
"LAYING" 21 "fBodyAcc-meanFreq()-Z" 0.108883745667647
"SITTING" 4 "fBodyAcc-meanFreq()-Z" -0.055979845282092
"SITTING" 7 "fBodyAcc-meanFreq()-Z" 0.0132051099514458
"SITTING" 8 "fBodyAcc-meanFreq()-Z" 0.0913951982033452
"SITTING" 9 "fBodyAcc-meanFreq()-Z" -0.0304334227664236
"SITTING" 10 "fBodyAcc-meanFreq()-Z" 0.294565669792241
"SITTING" 11 "fBodyAcc-meanFreq()-Z" 0.0502783009075316
"SITTING" 14 "fBodyAcc-meanFreq()-Z" -0.107844299474303
"SITTING" 15 "fBodyAcc-meanFreq()-Z" 0.0408855120777778
"STANDING" 1 "fBodyAcc-meanFreq()-Z" 0.0583692776609798
"STANDING" 2 "fBodyAcc-meanFreq()-Z" 0.087210586428
"STANDING" 3 "fBodyAcc-meanFreq()-Z" 0.00447261449052786
"STANDING" 4 "fBodyAcc-meanFreq()-Z" -0.00144184246847826
"STANDING" 5 "fBodyAcc-meanFreq()-Z" 0.0062663175707947
"STANDING" 6 "fBodyAcc-meanFreq()-Z" 0.113046089288708
"STANDING" 7 "fBodyAcc-meanFreq()-Z" 0.020811015079661
"WALKING" 13 "fBodyAcc-meanFreq()-Z" 0.0426023520184028
"WALKING" 18 "fBodyAcc-meanFreq()-Z" -0.00837583699807693
"WALKING" 21 "fBodyAcc-meanFreq()-Z" 0.0297748118208072
"WALKING" 22 "fBodyAcc-meanFreq()-Z" 0.0806295666361371
"WALKING" 23 "fBodyAcc-meanFreq()-Z" 0.0899843792518548
"WALKING" 25 "fBodyAcc-meanFreq()-Z" -0.033515382915859
"WALKING_DOWNSTAIRS" 18 "fBodyAcc-meanFreq()-Z" 0.0167198494432115
"WALKING_DOWNSTAIRS" 20 "fBodyAcc-meanFreq()-Z" 0.0633816947079545
"WALKING_DOWNSTAIRS" 25 "fBodyAcc-meanFreq()-Z" -0.125506285230879
"WALKING_DOWNSTAIRS" 26 "fBodyAcc-meanFreq()-Z" 0.142429401875406
"WALKING_DOWNSTAIRS" 27 "fBodyAcc-meanFreq()-Z" 0.133213659481649
"WALKING_DOWNSTAIRS" 28 "fBodyAcc-meanFreq()-Z" -0.134093001
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-Z" 0.120729105339033
"WALKING_UPSTAIRS" 24 "fBodyAcc-meanFreq()-Z" 0.0812580797481102
"WALKING_UPSTAIRS" 28 "fBodyAcc-meanFreq()-Z" 0.0349153773265896
"WALKING_UPSTAIRS" 29 "fBodyAcc-meanFreq()-Z" 0.0886270605992151
"WALKING_UPSTAIRS" 30 "fBodyAcc-meanFreq()-Z" -0.0415480598651175
"LAYING" 10 "fBodyAccJerk-mean()-X" -0.462110222928652
"LAYING" 12 "fBodyAccJerk-mean()-X" -0.599109317756219
"LAYING" 13 "fBodyAccJerk-mean()-X" -0.983927862051282
"LAYING" 15 "fBodyAccJerk-mean()-X" -0.526737079908057
"LAYING" 16 "fBodyAccJerk-mean()-X" -0.744662041612022
"LAYING" 17 "fBodyAccJerk-mean()-X" -0.716681622653533
"LAYING" 19 "fBodyAccJerk-mean()-X" -0.593157169174611
"LAYING" 21 "fBodyAccJerk-mean()-X" -0.987019998137255
"SITTING" 4 "fBodyAccJerk-mean()-X" -0.372550915445977
"SITTING" 7 "fBodyAccJerk-mean()-X" -0.556494139779518
"SITTING" 8 "fBodyAccJerk-mean()-X" -0.59163500910605
"SITTING" 9 "fBodyAccJerk-mean()-X" -0.621377141312847
"SITTING" 10 "fBodyAccJerk-mean()-X" -0.677877879552586
"SITTING" 11 "fBodyAccJerk-mean()-X" -0.676672987166456
"SITTING" 14 "fBodyAccJerk-mean()-X" -0.654385009392879
"SITTING" 15 "fBodyAccJerk-mean()-X" -0.853986995641026
"STANDING" 1 "fBodyAccJerk-mean()-X" -0.547348892435764
"STANDING" 2 "fBodyAccJerk-mean()-X" -0.561682049622185
"STANDING" 3 "fBodyAccJerk-mean()-X" -0.645893496630499
"STANDING" 4 "fBodyAccJerk-mean()-X" -0.757736461280435
"STANDING" 5 "fBodyAccJerk-mean()-X" -0.604769869438742
"STANDING" 6 "fBodyAccJerk-mean()-X" -0.549394273848923
"STANDING" 7 "fBodyAccJerk-mean()-X" -0.979486725254237
"WALKING" 13 "fBodyAccJerk-mean()-X" -0.616228070490972
"WALKING" 18 "fBodyAccJerk-mean()-X" -0.777145342740385
"WALKING" 21 "fBodyAccJerk-mean()-X" -0.626212175888235
"WALKING" 22 "fBodyAccJerk-mean()-X" -0.60425320237352
"WALKING" 23 "fBodyAccJerk-mean()-X" -0.617521836605645
"WALKING" 25 "fBodyAccJerk-mean()-X" -0.829334078325991
"WALKING_DOWNSTAIRS" 18 "fBodyAccJerk-mean()-X" -0.713853056602564
"WALKING_DOWNSTAIRS" 20 "fBodyAccJerk-mean()-X" -0.749530549579277
"WALKING_DOWNSTAIRS" 25 "fBodyAccJerk-mean()-X" -0.77272705021978
"WALKING_DOWNSTAIRS" 26 "fBodyAccJerk-mean()-X" -0.699413168295663
"WALKING_DOWNSTAIRS" 27 "fBodyAccJerk-mean()-X" -0.714554678365692
"WALKING_DOWNSTAIRS" 28 "fBodyAccJerk-mean()-X" -0.970337743333333
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-X" -0.366949680497778
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-mean()-X" -0.752245372493438
"WALKING_UPSTAIRS" 28 "fBodyAccJerk-mean()-X" -0.657214833759249
"WALKING_UPSTAIRS" 29 "fBodyAccJerk-mean()-X" -0.629875853152035
"WALKING_UPSTAIRS" 30 "fBodyAccJerk-mean()-X" -0.685307771157441
"LAYING" 10 "fBodyAccJerk-mean()-Y" -0.524868255294213
"LAYING" 12 "fBodyAccJerk-mean()-Y" -0.591296422972219
"LAYING" 13 "fBodyAccJerk-mean()-Y" -0.980645807948718
"LAYING" 15 "fBodyAccJerk-mean()-Y" -0.520188260755924
"LAYING" 16 "fBodyAccJerk-mean()-Y" -0.748627001551913
"LAYING" 17 "fBodyAccJerk-mean()-Y" -0.694754837788043
"LAYING" 19 "fBodyAccJerk-mean()-Y" -0.596694943936944
"LAYING" 21 "fBodyAccJerk-mean()-Y" -0.977141719803922
"SITTING" 4 "fBodyAccJerk-mean()-Y" -0.285192418755862
"SITTING" 7 "fBodyAccJerk-mean()-Y" -0.563194917372972
"SITTING" 8 "fBodyAccJerk-mean()-Y" -0.495906215569395
"SITTING" 9 "fBodyAccJerk-mean()-Y" -0.699766614569444
"SITTING" 10 "fBodyAccJerk-mean()-Y" -0.601501631942241
"SITTING" 11 "fBodyAccJerk-mean()-Y" -0.632374688606013
"SITTING" 14 "fBodyAccJerk-mean()-Y" -0.598699531399381
"SITTING" 15 "fBodyAccJerk-mean()-Y" -0.770308716242735
"STANDING" 1 "fBodyAccJerk-mean()-Y" -0.507343617969859
"STANDING" 2 "fBodyAccJerk-mean()-Y" -0.50890379901457
"STANDING" 3 "fBodyAccJerk-mean()-Y" -0.582949919157742
"STANDING" 4 "fBodyAccJerk-mean()-Y" -0.72141722826087
"STANDING" 5 "fBodyAccJerk-mean()-Y" -0.550991969857417
"STANDING" 6 "fBodyAccJerk-mean()-Y" -0.503558973703692
"STANDING" 7 "fBodyAccJerk-mean()-Y" -0.972951938983051
"WALKING" 13 "fBodyAccJerk-mean()-Y" -0.552247061456944
"WALKING" 18 "fBodyAccJerk-mean()-Y" -0.760793109615385
"WALKING" 21 "fBodyAccJerk-mean()-Y" -0.579106251703922
"WALKING" 22 "fBodyAccJerk-mean()-Y" -0.574318114038941
"WALKING" 23 "fBodyAccJerk-mean()-Y" -0.628231338392742
"WALKING" 25 "fBodyAccJerk-mean()-Y" -0.769526773700441
"WALKING_DOWNSTAIRS" 18 "fBodyAccJerk-mean()-Y" -0.721873891089744
"WALKING_DOWNSTAIRS" 20 "fBodyAccJerk-mean()-Y" -0.713928055945076
"WALKING_DOWNSTAIRS" 25 "fBodyAccJerk-mean()-Y" -0.704454286153846
"WALKING_DOWNSTAIRS" 26 "fBodyAccJerk-mean()-Y" -0.696726473912755
"WALKING_DOWNSTAIRS" 27 "fBodyAccJerk-mean()-Y" -0.694509658473138
"WALKING_DOWNSTAIRS" 28 "fBodyAccJerk-mean()-Y" -0.939412647222222
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Y" -0.0997900941666667
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-mean()-Y" -0.703641614506562
"WALKING_UPSTAIRS" 28 "fBodyAccJerk-mean()-Y" -0.642761437410694
"WALKING_UPSTAIRS" 29 "fBodyAccJerk-mean()-Y" -0.641289075786337
"WALKING_UPSTAIRS" 30 "fBodyAccJerk-mean()-Y" -0.671673670524282
"LAYING" 10 "fBodyAccJerk-mean()-Z" -0.686201008393258
"LAYING" 12 "fBodyAccJerk-mean()-Z" -0.7754265825625
"LAYING" 13 "fBodyAccJerk-mean()-Z" -0.980337277948718
"LAYING" 15 "fBodyAccJerk-mean()-Z" -0.760575538687204
"LAYING" 16 "fBodyAccJerk-mean()-Z" -0.752302172079235
"LAYING" 17 "fBodyAccJerk-mean()-Z" -0.802528785896739
"LAYING" 19 "fBodyAccJerk-mean()-Z" -0.680924493180556
"LAYING" 21 "fBodyAccJerk-mean()-Z" -0.982900484117647
"SITTING" 4 "fBodyAccJerk-mean()-Z" -0.720976018160919
"SITTING" 7 "fBodyAccJerk-mean()-Z" -0.565807510943293
"SITTING" 8 "fBodyAccJerk-mean()-Z" -0.644285802406762
"SITTING" 9 "fBodyAccJerk-mean()-Z" -0.702931927996528
"SITTING" 10 "fBodyAccJerk-mean()-Z" -0.776146487347414
"SITTING" 11 "fBodyAccJerk-mean()-Z" -0.825559590221519
"SITTING" 14 "fBodyAccJerk-mean()-Z" -0.618712162187307
"SITTING" 15 "fBodyAccJerk-mean()-Z" -0.886639470512821
"STANDING" 1 "fBodyAccJerk-mean()-Z" -0.695305113832853
"STANDING" 2 "fBodyAccJerk-mean()-Z" -0.715745330403973
"STANDING" 3 "fBodyAccJerk-mean()-Z" -0.780101644193548
"STANDING" 4 "fBodyAccJerk-mean()-Z" -0.864561654652174
"STANDING" 5 "fBodyAccJerk-mean()-Z" -0.768762357980132
"STANDING" 6 "fBodyAccJerk-mean()-Z" -0.720867157741538
"STANDING" 7 "fBodyAccJerk-mean()-Z" -0.966250347118644
"WALKING" 13 "fBodyAccJerk-mean()-Z" -0.674336187459028
"WALKING" 18 "fBodyAccJerk-mean()-Z" -0.879102215865385
"WALKING" 21 "fBodyAccJerk-mean()-Z" -0.695502487367974
"WALKING" 22 "fBodyAccJerk-mean()-Z" -0.739701808286604
"WALKING" 23 "fBodyAccJerk-mean()-Z" -0.578870810235484
"WALKING" 25 "fBodyAccJerk-mean()-Z" -0.866017810837004
"WALKING_DOWNSTAIRS" 18 "fBodyAccJerk-mean()-Z" -0.771605239230769
"WALKING_DOWNSTAIRS" 20 "fBodyAccJerk-mean()-Z" -0.792631710723485
"WALKING_DOWNSTAIRS" 25 "fBodyAccJerk-mean()-Z" -0.828909013076923
"WALKING_DOWNSTAIRS" 26 "fBodyAccJerk-mean()-Z" -0.76956529125
"WALKING_DOWNSTAIRS" 27 "fBodyAccJerk-mean()-Z" -0.76857445225266
"WALKING_DOWNSTAIRS" 28 "fBodyAccJerk-mean()-Z" -0.969205034444444
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Z" -0.557433867777778
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-mean()-Z" -0.719655747391076
"WALKING_UPSTAIRS" 28 "fBodyAccJerk-mean()-Z" -0.759278022939306
"WALKING_UPSTAIRS" 29 "fBodyAccJerk-mean()-Z" -0.768433928313954
"WALKING_UPSTAIRS" 30 "fBodyAccJerk-mean()-Z" -0.755432212793734
"LAYING" 10 "fBodyAccJerk-std()-X" -0.469224463235618
"LAYING" 12 "fBodyAccJerk-std()-X" -0.602960063359688
"LAYING" 13 "fBodyAccJerk-std()-X" -0.984034336923077
"LAYING" 15 "fBodyAccJerk-std()-X" -0.513958039670379
"LAYING" 16 "fBodyAccJerk-std()-X" -0.73477673661306
"LAYING" 17 "fBodyAccJerk-std()-X" -0.67654494089212
"LAYING" 19 "fBodyAccJerk-std()-X" -0.586910128980833
"LAYING" 21 "fBodyAccJerk-std()-X" -0.988605894509804
"SITTING" 4 "fBodyAccJerk-std()-X" -0.360214003509195
"SITTING" 7 "fBodyAccJerk-std()-X" -0.542755182738956
"SITTING" 8 "fBodyAccJerk-std()-X" -0.598546245236655
"SITTING" 9 "fBodyAccJerk-std()-X" -0.572819893733993
"SITTING" 10 "fBodyAccJerk-std()-X" -0.6825747266575
"SITTING" 11 "fBodyAccJerk-std()-X" -0.672195644346519
"SITTING" 14 "fBodyAccJerk-std()-X" -0.661460356953251
"SITTING" 15 "fBodyAccJerk-std()-X" -0.860732858974359
"STANDING" 1 "fBodyAccJerk-std()-X" -0.543979776127867
"STANDING" 2 "fBodyAccJerk-std()-X" -0.595105612895033
"STANDING" 3 "fBodyAccJerk-std()-X" -0.657844055881525
"STANDING" 4 "fBodyAccJerk-std()-X" -0.752202422547826
"STANDING" 5 "fBodyAccJerk-std()-X" -0.584013626983444
"STANDING" 6 "fBodyAccJerk-std()-X" -0.555346159400332
"STANDING" 7 "fBodyAccJerk-std()-X" -0.981423200508475
"WALKING" 13 "fBodyAccJerk-std()-X" -0.604319087604906
"WALKING" 18 "fBodyAccJerk-std()-X" -0.775219162788462
"WALKING" 21 "fBodyAccJerk-std()-X" -0.616865673014379
"WALKING" 22 "fBodyAccJerk-std()-X" -0.602457991412617
"WALKING" 23 "fBodyAccJerk-std()-X" -0.635054351475538
"WALKING" 25 "fBodyAccJerk-std()-X" -0.83147325907489
"WALKING_DOWNSTAIRS" 18 "fBodyAccJerk-std()-X" -0.698916201602564
"WALKING_DOWNSTAIRS" 20 "fBodyAccJerk-std()-X" -0.750517448246212
"WALKING_DOWNSTAIRS" 25 "fBodyAccJerk-std()-X" -0.778076885769231
"WALKING_DOWNSTAIRS" 26 "fBodyAccJerk-std()-X" -0.694314518927551
"WALKING_DOWNSTAIRS" 27 "fBodyAccJerk-std()-X" -0.712857956529255
"WALKING_DOWNSTAIRS" 28 "fBodyAccJerk-std()-X" -0.974132350555556
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-X" -0.295008470815556
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-std()-X" -0.751378154304462
"WALKING_UPSTAIRS" 28 "fBodyAccJerk-std()-X" -0.675974761447977
"WALKING_UPSTAIRS" 29 "fBodyAccJerk-std()-X" -0.651564188964826
"WALKING_UPSTAIRS" 30 "fBodyAccJerk-std()-X" -0.701879208571802
"LAYING" 10 "fBodyAccJerk-std()-Y" -0.526685879334831
"LAYING" 12 "fBodyAccJerk-std()-Y" -0.579168053712969
"LAYING" 13 "fBodyAccJerk-std()-Y" -0.982669254358974
"LAYING" 15 "fBodyAccJerk-std()-Y" -0.514537359565071
"LAYING" 16 "fBodyAccJerk-std()-Y" -0.738434398105465
"LAYING" 17 "fBodyAccJerk-std()-Y" -0.663158393238587
"LAYING" 19 "fBodyAccJerk-std()-Y" -0.572596722878
"LAYING" 21 "fBodyAccJerk-std()-Y" -0.97949475254902
